"category_group_id";"category_group";"category_count";"attribute_source_category_id"
"2578";"Greifspielzeug";"5";"18372"
"2579";"Griffe";"15";"18383"
"2580";"Griffschalen";"1";"18389"
"2581";"Grillbesteck-Sets";"2";"18390"
"2582";"Grillroste";"7";"18398"
"2583";"Grills";"11";"18407"
"2584";"Gripmittel";"2";"18410"
"2585";"Grundierungen";"16";"18427"
"2586";"Gummibänder";"3";"18430"
"2587";"Gummibärchenmaschinen";"1";"18431"
"2592";"Gürtel";"18";"18460"
"2593";"Gürtelhalter";"1";"18461"
"2588";"Gurtpolster";"1";"18432"
"2589";"Gurtverlängerungen";"1";"18433"
"2590";"Gurtwickler";"6";"18437"
"2591";"Gutscheine";"3";"18440"
"2594";"Haarbürsten";"11";"18471"
"2595";"Haarentfernungsmittel";"6";"18473"
"2596";"Haarfixierungen";"16";"18494"
"2597";"Haarkämme";"11";"18495"
"2598";"Haarpflegemittel";"28";"18532"
"2599";"Haarschmuck";"2";"18535"
"2600";"Haarschneider";"13";"18539"
"2601";"Haarstylingmittel";"21";"18565"
"2602";"Haartrockner";"5";"18570"
"2603";"Hacken";"13";"18577"
"2689";"Häcksler";"3";"19534"
"2604";"Haken";"19";"18594"
"2605";"Hakenleisten";"4";"18609"
"2606";"Halsketten";"41";"18613"
"2607";"Haltegriffe";"14";"18661"
"2608";"Halteklammern";"9";"18668"
"2690";"Hämmer";"9";"19543"
"2609";"Handarbeitsnadeln";"23";"18681"
"2610";"Handballenauflagen";"2";"18699"
"2691";"Händetrockner";"1";"19546"
"2611";"Handhobel";"18";"18715"
"2612";"Handläufe";"1";"18718"
"2613";"Handmuffe";"1";"18719"
"2614";"Handmuskeltrainer";"2";"18720"
"2618";"Handsägen";"7";"18784"
"2615";"Handschlaufen";"1";"18722"
"2616";"Handschuhe";"56";"18750"
"2617";"Handstreuer";"1";"18779"
"2620";"Handtücher";"24";"18800"
"2619";"Handtuchhalter";"11";"18790"
"2621";"Handwalzen";"5";"18825"
"2692";"Hängematten";"4";"19550"
"2693";"Hängemattengestelle";"1";"19551"
"2694";"Hängeregistraturkörbe";"1";"19552"
"2622";"Hanteln";"12";"18832"
"2623";"Hantelscheiben";"4";"18841"
"2624";"Hantelstangen";"7";"18844"
"2625";"Hantelstangenverschlüsse";"4";"18853"
"2626";"Hantelstationen";"4";"18856"
"2627";"Hardware-Anschlussbuchsen";"5";"18862"
"2628";"Hartbodenbeläge";"16";"18864"
"2629";"Haushaltsgeräteadapter";"7";"18880"
"2630";"Haushaltsgeräteschläuche";"12";"18887"
"2631";"Hausmäntel";"11";"18908"
"2632";"Hausmüllpressen";"1";"18909"
"2633";"Haustiertränken";"5";"18914"
"2634";"Hautpflegebürsten";"8";"18920"
"2635";"Hautpflegebürstenaufsätze";"3";"18924"
"2636";"Hautpflegemittel";"118";"19010"
"2637";"Hautreinigungsmittel";"58";"19053"
"2638";"Hebewerkzeuge";"11";"19107"
"2639";"Hefter";"1";"19113"
"2640";"Heftklammern";"2";"19114"
"2641";"Heimkinosysteme";"2";"19117"
"2642";"Heimtrainer";"8";"19122"
"2652";"Heißklebepistolen";"2";"19174"
"2653";"Heißluftgeräte";"3";"19178"
"2643";"Heizdecken";"4";"19128"
"2644";"Heizkissen";"12";"19141"
"2645";"Heizkörper";"8";"19145"
"2646";"Heizkörperthermostate";"1";"19150"
"2647";"Heizmatten";"4";"19154"
"2649";"Heizstäbe";"1";"19169"
"2648";"Heizstrahler";"14";"19168"
"2650";"Heizungsspeicher";"3";"19170"
"2651";"Heizwickler";"1";"19173"
"2654";"Helme";"26";"19179"
"2655";"Hemden";"18";"19222"
"2656";"Herdabdeckplatten";"3";"19225"
"2657";"Herdsets";"9";"19226"
"2658";"Herrendiener";"1";"19235"
"2659";"Himmelbettgarnituren";"1";"19236"
"2660";"Hindernismarker";"1";"19237"
"2661";"Hintergrundsysteme";"2";"19239"
"2662";"Hobelmaschinen";"9";"19241"
"2663";"Hochbetten";"1";"19249"
"2664";"Hochdruckreiniger";"6";"19253"
"2665";"Hochdruckreiniger-Düsen";"6";"19259"
"2666";"Hochstuhlaufsätze";"1";"19262"
"2667";"Hochteiche";"1";"19263"
"2668";"Hocker";"22";"19266"
"2669";"Hockeyschläger";"7";"19292"
"2670";"Hohlnadeladapter";"1";"19293"
"2671";"Hollywoodschaukeln";"1";"19294"
"2672";"Holzdübel";"3";"19296"
"2673";"Holzspaltmaschinen";"3";"19298"
"2674";"Homewear-Sets";"8";"19304"
"2695";"Hörgeräte";"5";"19555"
"2675";"Hornhautentferneraufsätze";"6";"19310"
"2676";"Hornhautfeilen";"3";"19316"
"2696";"Hörspiele";"8";"19562"
"2677";"Hosen";"172";"19459"
"2678";"Hosenhalter";"1";"19490"
"2679";"Hosenketten";"1";"19491"
"2680";"Hosenträger";"1";"19492"
"2681";"Hot-Dog-Maker";"1";"19493"
"2682";"Hubwagen";"6";"19498"
"2683";"Hufstäbchen";"4";"19501"
"2697";"Hüllen";"70";"19613"
"2684";"Humidore";"1";"19504"
"2698";"Hüpfburgen";"1";"19636"
"2699";"Hüpfspielzeug";"4";"19639"
"2700";"Hürden";"2";"19642"
"2685";"Hussen";"16";"19513"
"2686";"Hutablagen";"1";"19521"
"2701";"Hüte";"15";"19656"
"2687";"Hydraulikleitungen";"2";"19523"
"2688";"Hygieneartikel";"10";"19530"
"2704";"Induktionsheizgeräte";"1";"19662"
"2705";"Inhalationsaufsätze";"1";"19663"
"2706";"Inhalationsgeräte";"1";"19664"
"2707";"Inhalatoren";"3";"19667"
"2708";"Injektionsnadeln";"3";"19668"
"2709";"Inlineskates/Rollschuhe";"4";"19673"
"2710";"Insektenhotels";"1";"19675"
"2711";"Insektenschutzgitter";"8";"19681"
"2702";"IPL-Haarentferner";"3";"19658"
"2703";"IPL-Lampeneinsätze";"1";"19661"
"2712";"Isomatten";"3";"19686"
"2713";"Jacken";"80";"19763"
"2714";"Jalousien";"4";"19768"
"2715";"Jeans";"50";"19797"
"2716";"Joghurtbereiter";"1";"19821"
"2721";"Kabel";"52";"19917"
"2722";"Kabelbinder";"1";"19948"
"2723";"Kabelführungen";"3";"19950"
"2724";"Kabelverbinder";"22";"19952"
"2725";"Kaffeefilter";"7";"19974"
"2726";"Kaffeemaschinen";"21";"19986"
"2727";"Kaffeemühlen";"1";"20002"
"2728";"Kaffeevollautomaten";"3";"20004"
"2729";"Kalender";"32";"20022"
"2852";"Kältesprays";"2";"20756"
"2730";"Kamera-GPS-Empfänger";"1";"20038"
"2731";"Kamerahalterungs-Sets";"2";"20040"
"2732";"Kaminholzlager";"2";"20041"
"2735";"Kaminöfen";"10";"20051"
"2733";"Kaminofen-Erweiterungssegmente";"1";"20043"
"2734";"Kaminofen-Steuergeräte";"2";"20045"
"2736";"Kampfsportgeräte";"1";"20056"
"2737";"Kannen";"12";"20068"
"2738";"Kantenanleimgeräte";"1";"20069"
"2739";"Kantenschleifer";"1";"20070"
"2740";"Kapselgehörschutz";"1";"20071"
"2741";"Kapselhalter";"2";"20072"
"2742";"Karabiner";"6";"20076"
"2743";"Karaffen";"6";"20082"
"2744";"Kartenhalter";"1";"20086"
"2745";"Kartonagen";"3";"20089"
"2746";"Kartuschenpistolen";"8";"20094"
"2747";"Kassensysteme";"3";"20098"
"2748";"Kastenmöbel-Sets";"12";"20102"
"2750";"Kaufläden";"1";"20115"
"2749";"Kaufladensortimente";"2";"20113"
"2751";"Kauschen";"1";"20116"
"2752";"Kauspielzeuge";"5";"20121"
"2753";"Keder";"1";"20122"
"2754";"Kehrgeräte";"2";"20124"
"2755";"Keile";"9";"20133"
"2756";"Keilrahmen";"1";"20134"
"2757";"Kerzen";"16";"20136"
"2758";"Kerzenhalter";"21";"20163"
"2759";"Kescher";"3";"20172"
"2760";"Kettennieter";"1";"20175"
"2761";"Kettensägen";"3";"20177"
"2762";"Kettensägen-Ersatzschwerter";"1";"20179"
"2763";"Kettenumwerfer";"1";"20180"
"2717";"KFZ-Anhänger";"6";"19825"
"2718";"KFZ-Diagnosegeräte";"3";"19829"
"2719";"KFZ-Waagen";"2";"19831"
"2764";"Kickertische";"4";"20184"
"2765";"Kinder-Einkaufswagen";"1";"20185"
"2766";"Kinder-Sicherheitsgurte";"3";"20188"
"2767";"Kinder-Sitzauflagen";"4";"20189"
"2768";"Kindercomputer";"2";"20193"
"2769";"Kindersicherungen";"1";"20195"
"2770";"Kindersitz-Befestigungen";"6";"20200"
"2771";"Kindersitz-Bezüge";"1";"20202"
"2772";"Kindersitze";"4";"20205"
"2773";"Kinderwagen";"12";"20210"
"2774";"Kinderwagen-Adapter";"1";"20219"
"2775";"Kinderwagen-Aufsätze";"2";"20220"
"2776";"Kinderwagen-Handwärmer";"1";"20222"
"2777";"Kissen";"23";"20234"
"2778";"Kissenbezüge";"9";"20254"
"2779";"Kissenfüllungen";"2";"20256"
"2780";"Kite-Blasen";"1";"20257"
"2781";"Kite-Releasesysteme";"2";"20258"
"2782";"Kitebars";"1";"20260"
"2783";"Klebebänder";"23";"20267"
"2784";"Klebstoffe";"20";"20296"
"2785";"Kleider";"68";"20311"
"2786";"Kleiderbügel";"6";"20372"
"2788";"Kleidersäcke";"2";"20380"
"2787";"Kleiderstangen";"1";"20378"
"2789";"Kleinboote";"23";"20387"
"2790";"Kleinlederwaren";"10";"20410"
"2791";"Kleintierklettergerüste";"3";"20416"
"2792";"Kleistergeräte";"1";"20417"
"2793";"Klettergerüste";"4";"20421"
"2794";"Klicker";"2";"20422"
"2795";"Klimageräte";"5";"20428"
"2796";"Klimageräte-Nachfüllpacks";"6";"20432"
"2797";"Klimmzugstangen";"3";"20436"
"2798";"Kneten";"6";"20441"
"2799";"Knicklichter";"1";"20444"
"2800";"Kniebänke";"1";"20445"
"2801";"Kniekissen";"2";"20447"
"2802";"Knöpfe";"3";"20449"
"2720";"KOB Set-Artikel";"63";"19882"
"2803";"Kochbesteck-Sets";"2";"20451"
"2853";"Köcher";"3";"20760"
"2804";"Kochfelder";"6";"20454"
"2805";"Kochlöffel";"15";"20460"
"2806";"Kochmesser";"33";"20489"
"2807";"Kochmesser-Sets";"1";"20507"
"2808";"Kochplatten";"7";"20512"
"2809";"Koffer";"19";"20529"
"2810";"Koffer-Sets";"2";"20535"
"2811";"Kofferwaagen";"2";"20536"
"2812";"Kompasse";"4";"20541"
"2813";"Komplettbetten";"4";"20542"
"2814";"Komplettküchen-Sets";"7";"20551"
"2815";"Komposter";"3";"20554"
"2816";"Kompressoren";"4";"20557"
"2817";"Kondensatsammler";"2";"20560"
"2818";"Kondome";"3";"20564"
"2819";"Kontaktgrill/Standgrill/Tischgrill/Teppanyakigrill";"10";"20566"
"2820";"Kontaktlinsen";"9";"20580"
"2821";"Kontaktlinsenbehälter";"1";"20584"
"2822";"Koordinationsleitern";"1";"20585"
"2823";"Kopfhörer";"25";"20591"
"2824";"Kopfkissen";"29";"20626"
"2825";"Kopfstützen";"4";"20643"
"2826";"Korkenzieher";"3";"20644"
"2854";"Körperfarben";"3";"20763"
"2855";"Körpertattoos";"4";"20764"
"2827";"Korrektionsbrillen";"3";"20648"
"2828";"Korsagen";"2";"20651"
"2829";"Kosmetik-Mischpaletten";"1";"20652"
"2830";"Kosmetikaufbewahrungen";"1";"20653"
"2831";"Kosmetikpinsel";"16";"20665"
"2832";"Kosmetikschwämme";"11";"20670"
"2833";"Kostüme";"1";"20681"
"2834";"Kraftstationen";"8";"20686"
"2835";"Kragen";"4";"20692"
"2837";"Kratzbäume";"3";"20702"
"2836";"Kratzbretter";"6";"20694"
"2838";"Krawatten";"1";"20703"
"2839";"Krawattenhalter";"1";"20704"
"2840";"Krawattennadeln";"3";"20706"
"2841";"Kreativsets";"1";"20708"
"2842";"Kreativvorlagen";"1";"20709"
"2843";"Kreisel";"6";"20712"
"2856";"Küchenformen";"30";"20792"
"2857";"Küchenhelfer-Sets";"9";"20804"
"2858";"Küchenkarussells";"1";"20807"
"2859";"Küchenmaschinen";"5";"20810"
"2860";"Küchenmaschinen-Aufsätze";"40";"20851"
"2861";"Küchenmaschinen-Einsätze";"28";"20856"
"2862";"Küchenmaschinen-Rührelemente";"16";"20882"
"2863";"Küchenmühlen";"12";"20906"
"2864";"Küchenpaletten";"21";"20923"
"2865";"Küchenpressen";"12";"20937"
"2866";"Küchenreiben";"14";"20944"
"2867";"Küchenrollenhalter";"3";"20956"
"2868";"Küchenroste";"4";"20960"
"2869";"Küchenschneider";"20";"20973"
"2870";"Küchensiebe";"18";"20990"
"2871";"Küchenspülen";"5";"21002"
"2872";"Küchenwaagen";"7";"21010"
"2873";"Küchenzangen";"16";"21022"
"2844";"Kugelbahnen";"2";"20717"
"2874";"Kühlakkus";"4";"21030"
"2875";"Kühlboxen";"6";"21036"
"2876";"Kühlgefrier-Sets";"2";"21039"
"2878";"Kühlschränke";"12";"21049"
"2877";"Kühlschrankeinsätze";"2";"21042"
"2845";"Kunstfingernägel";"2";"20719"
"2846";"Kunstharze";"3";"20720"
"2847";"Kunstköder";"1";"20723"
"2879";"Künstlerleinwände";"2";"21056"
"2848";"Kunstpflanzen";"20";"20739"
"2849";"Kunstriffe";"3";"20746"
"2850";"Kunstwimpern";"3";"20749"
"2851";"Kurzzeitmesser";"6";"20751"
"2881";"Ladegeräte";"36";"21077"
"2882";"Laderaumschutzgitter";"6";"21101"
"2883";"Laminatschneider";"2";"21106"
"2884";"Laminierfolien";"1";"21107"
"2885";"Laminiergeräte";"1";"21108"
"2886";"Lampenfassungen";"1";"21109"
"2887";"Lampenfilter";"1";"21110"
"2888";"Lampenschirme";"1";"21111"
"2889";"Lanzetten";"1";"21112"
"2890";"Laptopschlösser";"1";"21113"
"2891";"Lasermessgeräte";"12";"21115"
"2892";"Laserpointer";"2";"21126"
"2893";"Lasttraversen";"11";"21138"
"2894";"Lattenroste";"6";"21143"
"2937";"Lätzchen";"1";"21696"
"2895";"Laubsauger";"9";"21149"
"2896";"Laufbänder";"1";"21154"
"2897";"Lauflernhilfen";"5";"21156"
"2898";"Laufräder";"1";"21160"
"2899";"Laufställe";"2";"21161"
"2900";"Laufwerke";"6";"21165"
"2901";"Launch-Monitore";"1";"21169"
"2938";"Läutewerke";"5";"21701"
"2902";"Lautsprecher";"39";"21175"
"2903";"Lebendköder";"9";"21211"
"2904";"Lebensmittel";"93";"21240"
"2905";"Lebensmittelaufbewahrungsbehälter";"39";"21333"
"2906";"Lebensmittelpinsel";"3";"21351"
"2907";"Leinen";"35";"21381"
"2908";"Leitern";"17";"21391"
"2909";"Leitungssuchgeräte";"1";"21405"
"2910";"Lenkergriffe";"1";"21406"
"2911";"Lenkervorbauten";"1";"21407"
"2912";"Lenkradbezüge";"1";"21408"
"2913";"Lernspielzeug";"4";"21410"
"2914";"Lesezeichen";"1";"21413"
"2915";"Leuchten";"155";"21540"
"2916";"Leuchtmittel";"8";"21571"
"2917";"Lichtanlagen";"6";"21577"
"2918";"Lichterketten";"19";"21598"
"2919";"Lichtformer";"7";"21606"
"2920";"Lichttherapiegeräte";"9";"21614"
"2921";"Liegestützgriffe";"3";"21619"
"2922";"Lineale";"4";"21621"
"2923";"Linsenreiniger";"5";"21626"
"2924";"Lippen-Kosmetika";"19";"21639"
"2880";"LNBs";"6";"21058"
"2925";"Lochsägen";"6";"21654"
"2926";"Lochwände";"1";"21655"
"2927";"Lockenstäbe";"6";"21661"
"2928";"Lockenwickler";"2";"21663"
"2929";"Lockinstrumente";"1";"21664"
"2939";"Löschdecken";"1";"21702"
"2940";"Lötgeräte";"3";"21704"
"2930";"Luftbefeuchter";"2";"21666"
"2931";"Luftbetten";"3";"21668"
"2932";"Luftdruckmessgeräte";"3";"21671"
"2933";"Luftentfeuchter";"3";"21673"
"2934";"Luftmatratzen";"2";"21677"
"2935";"Luftreiniger";"6";"21680"
"2941";"Lüftungsklappen";"2";"21707"
"2936";"Lupen";"12";"21688"
"2943";"Magazinaufsätze";"2";"21716"
"2944";"Magnete";"4";"21721"
"3027";"Mähroboterstationen";"1";"22289"
"2945";"Mainboards";"1";"21722"
"2946";"Malbecher";"1";"21723"
"2947";"Malpaletten";"1";"21724"
"2948";"Malvorlagen";"2";"21726"
"2949";"Manschettenknöpfe";"4";"21727"
"3028";"Mäntel";"23";"22299"
"2950";"Markierwagen";"1";"21731"
"2951";"Markisen";"13";"21740"
"2952";"Markisenschutzdächer";"1";"21745"
"2953";"Maschinen-Führungen";"4";"21748"
"2954";"Maschinenöle";"5";"21754"
"2955";"Massagegeräte";"29";"21778"
"2964";"Maßbänder";"6";"21902"
"2956";"Masten";"7";"21790"
"2957";"Matratzen";"21";"21804"
"2958";"Matratzen-Lattenrost-Sets";"60";"21820"
"2959";"Matratzenzubehör";"8";"21874"
"2960";"Mauerkästen";"1";"21880"
"2961";"Maulkörbe";"4";"21882"
"2962";"Maurerkellen";"9";"21887"
"2963";"Mauspads";"3";"21894"
"2965";"Mehrzwecksauger";"17";"21918"
"2966";"Meißel";"5";"21921"
"2967";"Menage-Sets";"4";"21927"
"2968";"Messbecher";"4";"21929"
"2969";"Messerblöcke";"6";"21936"
"2970";"Messerklingen";"15";"21952"
"2971";"Messerschärfer";"8";"21956"
"2972";"Messlatten";"2";"21962"
"2973";"Messlehren";"4";"21967"
"2974";"Metallbleche";"10";"21975"
"2975";"Metalldetektoren";"1";"21978"
"2976";"Metronome";"1";"21979"
"2977";"Mikrodermabrasionsgeräte";"2";"21981"
"2978";"Mikrofone";"4";"21984"
"2979";"Mikroskope";"25";"21997"
"2980";"Mikrowellen";"2";"22011"
"2981";"Milchaufschäumer";"1";"22013"
"2982";"Milchbehälter";"2";"22014"
"2983";"Milchpump-Sets";"1";"22016"
"2984";"Milchpumpen";"4";"22018"
"2985";"Minibacköfen";"3";"22022"
"2986";"Mischpulte";"1";"22024"
"2987";"Mitesserentferner";"2";"22025"
"2988";"Mixer";"4";"22027"
"3029";"Möbelaufsätze";"12";"22321"
"3030";"Möbelblenden";"6";"22325"
"3031";"Möbelfüße";"8";"22331"
"3032";"Möbelgestelle";"6";"22339"
"3033";"Möbelrollen";"8";"22349"
"3034";"Möbelwangen";"2";"22353"
"2991";"Mobilés";"1";"22057"
"2989";"Mobilleuchten";"22";"22034"
"2990";"Mobiltelefone";"4";"22056"
"2992";"Modellbausätze";"1";"22058"
"2993";"Modelleisenbahn-Erweiterungen";"27";"22082"
"2994";"Modelleisenbahn-Fahrzeuge";"9";"22086"
"2995";"Modelleisenbahnen";"2";"22095"
"2996";"Modellfahrzeuge";"8";"22098"
"2997";"Modellierwerkzeuge";"1";"22105"
"2998";"Modems";"1";"22106"
"2999";"Moderationskoffer";"1";"22107"
"3000";"Modetücher";"29";"22129"
"3001";"Monitore";"17";"22149"
"3002";"Montage-Spezialwerkzeuge";"8";"22157"
"3003";"Montageanker";"1";"22162"
"3004";"Montageständer";"2";"22163"
"3035";"Mörser";"1";"22355"
"3005";"Motivstanzer";"8";"22166"
"3006";"Motorhacken";"3";"22175"
"3007";"Motorhalterungen";"1";"22176"
"3008";"Motorikspielzeug";"7";"22179"
"3009";"Motorroller";"3";"22184"
"3010";"Motorschubkarren";"3";"22189"
"3011";"Motorsensen";"11";"22198"
"2942";"MP3-Player";"8";"21710"
"3012";"Mulch-Kits";"3";"22203"
"3013";"Mulche";"8";"22210"
"3036";"Mülleimer";"13";"22357"
"3014";"Multifunktionswerkzeug-Maschinen";"5";"22212"
"3015";"Multifunktionswerkzeuge";"3";"22217"
"3016";"Multihaarstyler";"3";"22222"
"3017";"Multimediamontagematerialien";"1";"22223"
"3018";"Mundduschen";"5";"22224"
"3019";"Mundharmonikahalter";"1";"22229"
"3020";"Mundharmonikastimmplattensätze";"3";"22231"
"3021";"Mundpflegecenter";"2";"22233"
"3022";"Mundstücke";"8";"22235"
"3023";"Mundwässer";"3";"22245"
"3024";"Musikinstrumentenpedale";"1";"22246"
"3025";"Musikinstrumentenständer";"5";"22247"
"3026";"Muttern";"37";"22263"
"3037";"Mützen";"26";"22379"
"3039";"Nachtsichtgeräte";"1";"22398"
"3040";"Nachziehspielzeug";"4";"22399"
"3066";"Nägel";"24";"22562"
"3041";"Nageletuis";"6";"22406"
"3042";"Nagelfeilen";"8";"22412"
"3043";"Nagellacke";"11";"22427"
"3044";"Nagellackentferner";"6";"22429"
"3045";"Nagelpflegegeräte";"4";"22436"
"3046";"Nagelpflegemittel";"15";"22438"
"3047";"Nagelpistolen";"3";"22454"
"3048";"Nagelschneider";"8";"22462"
"3067";"Nähmaschinen";"6";"22583"
"3068";"Nähmaschinenfüße";"5";"22589"
"3049";"Nahrungsergänzungsmittel";"22";"22475"
"3069";"Näpfe";"7";"22597"
"3038";"NAS-Server";"3";"22395"
"3050";"Nasenreinigungsgeräte";"3";"22488"
"3051";"Naturköder";"5";"22493"
"3052";"Navigationsgeräte";"11";"22504"
"3053";"Netzteile";"16";"22510"
"3054";"Netzwerk-Panels";"2";"22522"
"3055";"Netzwerk-Switches";"1";"22523"
"3056";"Netzwerkschränke";"4";"22524"
"3057";"Nierengurte";"1";"22528"
"3058";"Nieten";"2";"22529"
"3059";"Notebooks";"7";"22535"
"3060";"Notenpulte";"1";"22538"
"3061";"Notentriegelungen";"2";"22539"
"3062";"Notizbücher";"12";"22544"
"3063";"Notizzettel";"3";"22554"
"3064";"Nudelmaschinen";"2";"22557"
"3065";"Nussknacker";"1";"22558"
"3070";"Nützlinge";"7";"22601"
"3071";"Oberflächenpflegemittel";"40";"22614"
"3072";"Objektivadapter";"2";"22649"
"3073";"Objektivdeckel";"4";"22653"
"3074";"Objektive";"20";"22671"
"3075";"Objektivfilter";"19";"22684"
"3076";"Objektivfilterhalter";"2";"22693"
"3077";"Objektivhalterungen";"2";"22695"
"3078";"Objektträger";"1";"22697"
"3079";"Obstpflücker";"1";"22698"
"3080";"Ohrenreiniger";"4";"22700"
"3081";"Ohrringe";"23";"22710"
"3082";"Ordner";"5";"22726"
"3899";"Ösen";"2";"28837"
"3083";"Osternester";"1";"22731"
"3084";"Outdoorduschen";"2";"22733"
"3085";"Outdoormesser";"13";"22734"
"3086";"Overalls";"22";"22754"
"3090";"Paddel";"6";"22777"
"3091";"Paneele";"9";"22779"
"3092";"Papierdekoration";"20";"22804"
"3093";"Papiere";"29";"22808"
"3094";"Papierschneidegeräte";"4";"22838"
"3095";"Papiertücher";"6";"22845"
"3096";"Paraffinbäder";"1";"22846"
"3097";"Parallelschaltboxen";"1";"22847"
"3098";"Parfüms";"12";"22858"
"3099";"Pavillondächer";"1";"22860"
"3100";"Pavillons";"6";"22866"
"3101";"Pavillonseitenteile";"2";"22867"
"3087";"PC-Geräuschdämmungen";"1";"22769"
"3088";"PC-Slotblenden";"1";"22770"
"3089";"PC-Steuerungsmodule";"1";"22771"
"3102";"Peitschen";"10";"22872"
"3103";"Pergolen";"1";"22879"
"3104";"Periskope";"1";"22880"
"3105";"Personenwaagen";"2";"22881"
"3106";"Perücken";"6";"22884"
"3107";"Pfannen";"15";"22901"
"3108";"Pfeile";"6";"22906"
"3109";"Pfeilfedern";"1";"22910"
"3110";"Pferdedecken";"18";"22921"
"3111";"Pferdegebisse";"6";"22931"
"3112";"Pferdesättel";"6";"22936"
"3113";"Pflanzen";"38";"22943"
"3114";"Pflanzgefäße";"22";"23000"
"3115";"Pflanzzwiebeln";"1";"23001"
"3116";"Pflaster";"14";"23009"
"3117";"Pfotenschutz";"3";"23016"
"3118";"Piercings";"23";"23028"
"3119";"Pinnnadeln";"2";"23043"
"3120";"Pinsel";"15";"23047"
"3121";"Pinzetten";"7";"23061"
"3122";"Pitchgabeln";"1";"23066"
"3123";"Pizzaöfen";"1";"23067"
"3124";"Planen";"25";"23071"
"3125";"Planschbecken";"2";"23094"
"3126";"Plattenspieler";"4";"23097"
"3127";"Platzsets";"1";"23099"
"3128";"Plektren";"1";"23100"
"3129";"Plissees";"10";"23104"
"3131";"Plüschfiguren";"3";"23113"
"3130";"Plyo-Boxen";"1";"23111"
"3132";"Poliermaschinen";"5";"23116"
"3133";"Polierpads";"1";"23120"
"3134";"Polklemmen";"2";"23121"
"3135";"Polsterauflagen";"17";"23128"
"3136";"Polsterelemente";"4";"23142"
"3137";"Polstermaterialien";"2";"23144"
"3138";"Poolbodensauger";"2";"23146"
"3139";"Popcornmaschinen";"2";"23148"
"3140";"Porenreinigungsgeräte";"4";"23153"
"3141";"Postkarten";"32";"23163"
"3142";"Poufs";"2";"23187"
"3151";"Präparate";"1";"23285"
"3152";"Präzisionswaagen";"1";"23286"
"3143";"Prepaidkarten";"2";"23189"
"3144";"Profile";"22";"23210"
"3145";"Profilverbinder";"6";"23214"
"3146";"Projektionsleinwände";"8";"23223"
"3147";"Propeller";"3";"23226"
"3148";"Prospekthüllen";"2";"23229"
"3149";"Protektoren";"53";"23258"
"3150";"Prozessoren";"1";"23284"
"3153";"Pullover";"37";"23314"
"3154";"Pumpen";"42";"23339"
"3155";"Puppen";"10";"23372"
"3156";"Puppenausstattungen";"34";"23378"
"3157";"Puppenhäuser";"1";"23410"
"3158";"Puppenkleidung";"1";"23411"
"3159";"Puppenmöbel";"12";"23413"
"3160";"Puppentheater";"3";"23425"
"3161";"Puppenwagen";"11";"23429"
"3162";"Putze";"14";"23445"
"3163";"Putztücher";"11";"23460"
"3164";"Puzzleorganizer";"4";"23465"
"3165";"Puzzles";"7";"23467"
"3166";"Pylonen";"6";"23479"
"3167";"Quads";"3";"23482"
"3168";"Queues";"2";"23484"
"3170";"Racketsportschläger";"9";"23494"
"3171";"Raclettes";"2";"23495"
"3242";"Räder";"14";"24115"
"3172";"Radiergummis";"1";"23497"
"3173";"Radios";"20";"23511"
"3174";"Radkappen";"2";"23519"
"3175";"Raffhalter";"10";"23525"
"3176";"Raffrollos";"5";"23530"
"3177";"Rampen";"7";"23538"
"3178";"Rankhilfen";"6";"23544"
"3179";"Rasenmäher";"6";"23549"
"3180";"Rasenmähroboter";"1";"23554"
"3181";"Rasentraktoren";"2";"23556"
"3182";"Rasierer";"8";"23558"
"3183";"Rasierklingen";"1";"23565"
"3184";"Rasierpinsel";"3";"23566"
"3185";"Rasierschalen";"3";"23571"
"3186";"Rasierschäume";"8";"23579"
"3187";"Rasiersets";"3";"23582"
"3188";"Rasseln";"6";"23584"
"3243";"Räucherboxen";"3";"24128"
"3244";"Räucherdeko";"8";"24131"
"3245";"Räucheröfen";"1";"24138"
"3189";"Raumthermostate";"3";"23590"
"3190";"Receiver";"13";"23599"
"3191";"Rechen";"11";"23610"
"3192";"Rechenschieber";"1";"23616"
"3193";"Reduzierringe";"2";"23618"
"3194";"Reflektoren";"6";"23619"
"3195";"Regale";"54";"23652"
"3196";"Regenschirme";"10";"23679"
"3197";"Regenschirmständer";"1";"23689"
"3198";"Regenschutz";"8";"23693"
"3199";"Regentonnen";"3";"23698"
"3200";"Regentonnenfüllautomaten";"1";"23701"
"3201";"Reifendecken";"5";"23703"
"3202";"Reifenmontagemaschinen";"2";"23707"
"3203";"Reifenwuchtmaschinen";"1";"23709"
"3204";"Reinigungs-CDs";"1";"23710"
"3205";"Reinigungs-Sets";"9";"23715"
"3206";"Reinigungsbürsten";"26";"23728"
"3207";"Reinigungsmittel";"122";"23762"
"3208";"Reiskocher";"1";"23868"
"3210";"Reißverschlüsse";"1";"23871"
"3211";"Reißwerkzeuge";"6";"23877"
"3209";"Reizangeln";"2";"23869"
"3212";"Relais";"7";"23883"
"3213";"Reparatur-Sets";"14";"23893"
"3214";"Rettungsgürtel";"2";"23900"
"3215";"Reusen";"4";"23902"
"3169";"RFID-Chips";"1";"23485"
"3216";"Rindenschäler";"5";"23909"
"3217";"Rinnen";"6";"23912"
"3218";"Roboter";"8";"23918"
"3246";"Röcke";"44";"24144"
